UID,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp
8478,H37891,H,-0.7524053088724167,-0.27335103166182345,0.32836314367309133,-0.6539647910328518,-0.2663117567240285,0,0,0,0,0,0,2026-02-28 20:50:00
8479,M23338,M,-0.7524053088724167,-0.20595014605629477,-1.183824490291918,2.0996815931208745,-0.18775835081168452,0,0,0,0,0,0,2026-02-28 21:00:00
8480,L55659,L,-0.7024092752447672,-0.20595014605629477,0.6509631722522933,-0.6640514078246238,-0.14062630726427813,0,0,0,0,0,0,2026-02-28 21:10:00
8481,L55660,L,-0.8024013425000663,-0.27335103166182345,-0.35716191705771283,-0.4421458384056419,-0.10920494489934052,0,0,0,0,0,0,2026-02-28 21:20:00
8482,M23341,M,-0.8523973761276875,-0.4081528028729574,0.4358964865328253,-1.1078625466625869,-0.07778358253440293,0,0,0,0,0,0,2026-02-28 21:30:00
8483,L55662,L,-0.8024013425000663,-0.3407519172673904,-0.06816605812217776,-0.1899804186113446,-0.030651538986996525,0,0,0,0,0,0,2026-02-28 21:40:00
8484,L55663,L,-0.8523973761276875,-0.4081528028729574,0.5904756668936929,-0.8556971268682896,0.0007698233779410748,0,0,0,0,0,0,2026-02-28 21:50:00
8485,L55664,L,-0.8024013425000663,-0.3407519172673904,-0.8948286313563828,1.0405868299848258,0.03219118574287867,0,0,0,0,0,0,2026-02-28 22:00:00
8486,L55665,L,-0.8024013425000663,-0.3407519172673904,-0.5386244331335139,0.7985080269823005,0.06361254810781627,0,0,0,0,0,0,2026-02-28 22:10:00
8487,M23346,M,-0.7524053088724167,-0.3407519172673904,-0.19586190276811186,0.021838534015865278,0.09503391047275388,0,0,0,0,0,0,2026-02-28 22:20:00
8488,L55667,L,-0.8024013425000663,-0.4081528028729574,-0.9284328010000497,1.0204135964012824,0.14216595402016027,0,0,0,0,0,0,2026-02-28 22:30:00
8489,L55668,L,-0.8024013425000663,-0.4081528028729574,-0.9754786385011832,0.32443703776902205,0.17358731638509786,0,0,0,0,0,0,2026-02-28 22:40:00
8490,L55669,L,-0.8024013425000663,-0.4081528028729574,-0.4646952599174468,0.6371221583139501,0.20500867875003548,0,0,0,0,0,0,2026-02-28 22:50:00
8491,M23350,M,-0.7524053088724167,-0.27335103166182345,-1.116616151004584,1.8878626404936654,0.23643004111497307,0,0,0,0,0,0,2026-02-28 23:00:00
8492,L55671,L,-0.7524053088724167,-0.3407519172673904,0.32836314367309133,-0.13954733465248514,0.2835620846623795,0,0,0,0,0,0,2026-02-28 23:10:00
8493,M23352,M,-0.8024013425000663,-0.3407519172673904,-0.108491061694578,-0.11937410106894178,0.31498344702731707,0,0,0,0,0,0,2026-02-28 23:20:00
8494,M23353,M,-0.8523973761276875,-0.3407519172673904,0.20066729902715721,-0.3110198201126076,0.3621154905747235,0,0,0,0,0,0,2026-02-28 23:30:00
8495,L55674,L,-0.8523973761276875,-0.3407519172673904,0.07969228830995648,-0.33119305369615093,0.4092475341221299,0,0,0,0,0,0,2026-02-28 23:40:00
8496,L55675,L,-0.8523973761276875,-0.4081528028729574,0.9265173633303616,-1.2995082657062527,0.4406688964870675,0,0,0,0,0,0,2026-02-28 23:50:00
8497,M23356,M,-0.8523973761276875,-0.4081528028729574,1.921200784782901,-1.7534060213359879,0.47209025885200506,0,0,0,0,0,0,2026-03-01 00:00:00
8498,M23357,M,-0.8523973761276875,-0.4081528028729574,-0.14209523133824487,-0.5833584734904482,0.5192223023994115,0,0,0,0,0,0,2026-03-01 00:10:00
8499,L55678,L,-0.8024013425000663,-0.27335103166182345,-0.3437202492002461,-0.22024026898666071,0.5663543459468179,0,0,0,0,0,0,2026-03-01 00:20:00
8500,L55679,L,-0.8024013425000663,-0.27335103166182345,0.8391465222568277,-0.9868231451613243,0.5977757083117554,0,0,0,0,0,0,2026-03-01 00:30:00
8501,L55680,L,-0.8523973761276875,-0.3407519172673904,1.2155132222658966,-0.9767365283695523,0.6291970706766931,0,0,0,0,0,0,2026-03-01 00:40:00
8502,L55681,L,-0.8024013425000663,-0.20595014605629477,0.3418048115305581,-0.5430120063233608,0.6606184330416307,0,0,0,0,0,0,2026-03-01 00:50:00
8503,H37916,H,-0.7024092752447672,-0.1385492604507278,-1.6878870349469208,1.6054373703240519,0.6920397954065682,0,0,0,0,0,0,2026-03-01 01:00:00
8504,L55683,L,-0.7524053088724167,-0.1385492604507278,-0.4176494224163132,0.09244485155826809,0.7705932013189123,0,0,0,0,0,0,2026-03-01 01:10:00
8505,L55684,L,-0.8024013425000663,-0.20595014605629477,-0.7469702849242486,0.13279131872535552,0.8020145636838498,0,0,0,0,0,0,2026-03-01 01:20:00
8506,L55685,L,-0.8024013425000663,-0.20595014605629477,-0.0009577188348440168,-0.13954733465248514,0.8334359260487875,0,0,0,0,0,0,2026-03-01 01:30:00
8507,L55686,L,-0.8024013425000663,-0.27335103166182345,1.2087923883371634,-1.279335032122709,0.8648572884137251,1,0,0,0,0,0,2026-03-01 01:40:00
8508,L55687,L,-0.8024013425000663,-0.20595014605629477,-0.08160772597964451,-0.018507933151222865,0.8962786507786626,0,0,0,0,0,0,2026-03-01 01:50:00
8509,M23368,M,-0.8024013425000663,-0.20595014605629477,1.0004465365464288,-0.6741380246163958,0.9277000131436003,0,0,0,0,0,0,2026-03-01 02:00:00
8510,M23369,M,-0.8024013425000663,-0.20595014605629477,2.284125816934503,-1.7634926381277598,0.9748320566910067,0,0,0,0,0,0,2026-03-01 02:10:00
8511,L55690,L,-0.8523973761276875,-0.20595014605629477,-0.3101160795565792,0.43538982247851227,1.021964100238413,0,0,0,0,0,0,2026-03-01 02:20:00
8512,L55691,L,-0.8024013425000663,-0.20595014605629477,-0.4915785956323803,0.42530320568674096,1.0533854626033508,0,0,0,0,0,0,2026-03-01 02:30:00
8513,H37926,H,-0.8523973761276875,-0.27335103166182345,0.10657562402488997,-0.3816261376550104,1.0848068249682883,0,0,0,0,0,0,2026-03-01 02:40:00
8514,M23373,M,-0.9023934097553371,-0.3407519172673904,-0.3504410831289795,-0.35136628727969504,1.1633602308806323,0,0,0,0,0,0,2026-03-01 02:50:00
8515,L55694,L,-0.9023934097553371,-0.4081528028729574,-0.5587869349197141,0.7178150926481257,1.2104922744280386,0,0,0,0,0,0,2026-03-01 03:00:00
8516,L55695,L,-0.9023934097553371,-0.4081528028729574,-0.5856702706346476,0.5463426071880032,1.2419136367929762,0,0,0,0,0,0,2026-03-01 03:10:00
8517,L55696,L,-0.8523973761276875,-0.27335103166182345,-0.02112022062104414,-0.9162168276189211,1.273334999157914,0,0,0,0,0,0,2026-03-01 03:20:00
8518,M23377,M,-0.8523973761276875,-0.27335103166182345,-0.41092858848757985,1.494484585614561,1.3047563615228515,0,0,0,0,0,0,2026-03-01 03:30:00
8519,M23378,M,-0.8523973761276875,-0.27335103166182345,1.0138882044038955,-1.2995082657062527,1.3518884050702578,0,0,0,0,0,0,2026-03-01 03:40:00
8520,L55699,L,-0.8523973761276875,-0.27335103166182345,-0.7402494509955152,0.41521658889496893,1.3990204486176643,0,0,0,0,0,0,2026-03-01 03:50:00
8521,M23380,M,-0.8523973761276875,-0.3407519172673904,0.08641312223868984,1.0002403628177383,1.4304418109826018,0,0,0,0,0,0,2026-03-01 04:00:00
8522,L55701,L,-0.8024013425000663,-0.3407519172673904,-1.0359661438597836,1.050673446776598,1.4775738545300083,0,0,0,0,0,0,2026-03-01 04:10:00
8523,H37936,H,-0.8523973761276875,-0.4081528028729574,0.6778465079672268,-1.0271696123284118,-1.6959837443286894,0,0,0,0,0,0,2026-03-01 04:20:00
8524,H37937,H,-0.8523973761276875,-0.47555368847848606,-0.0076785527635773905,0.17313778589244366,-1.6174303384163453,0,0,0,0,0,0,2026-03-01 04:30:00
8525,L55704,L,-0.8523973761276875,-0.4081528028729574,-0.4176494224163132,0.6270355415221788,-1.5388769325040013,0,0,0,0,0,0,2026-03-01 04:40:00
8526,L55705,L,-0.8523973761276875,-0.4081528028729574,-1.0225244760023169,1.2423191658202637,-1.5074555701390637,0,0,0,0,0,0,2026-03-01 04:50:00
8527,L55706,L,-0.8523973761276875,-0.47555368847848606,-0.8679452956414493,1.2019726986531762,-1.4760342077741262,0,0,0,0,0,0,2026-03-01 05:00:00
8528,L55707,L,-0.8024013425000663,-0.47555368847848606,0.005763115093889357,-0.2605867361537481,-1.4446128454091884,0,0,0,0,0,0,2026-03-01 05:10:00
8529,L55708,L,-0.8024013425000663,-0.47555368847848606,-0.12193272955204475,-0.42197260482209853,-1.413191483044251,0,0,0,0,0,0,2026-03-01 05:20:00
8530,M23389,M,-0.7524053088724167,-0.4081528028729574,-0.05472439026471101,0.7480749430234411,-1.3817701206793134,0,0,0,0,0,0,2026-03-01 05:30:00
8531,M23390,M,-0.7524053088724167,-0.47555368847848606,0.5703131651074927,-0.8254372764929738,-1.3346380771319069,0,0,0,0,0,0,2026-03-01 05:40:00
8532,L55711,L,-0.7024092752447672,-0.47555368847848606,-0.5453452670622473,0.6572953918974942,-1.2875060335845006,0,0,0,0,0,0,2026-03-01 05:50:00
8533,L55712,L,-0.7024092752447672,-0.4081528028729574,-1.4459370135125194,1.5650909031569644,-1.2560846712195628,0,0,0,0,0,0,2026-03-01 06:00:00
8534,M23393,M,-0.7024092752447672,-0.4081528028729574,-0.4378119242025133,0.11261808514181217,-1.2246633088546253,0,0,0,0,0,0,2026-03-01 06:10:00
8535,M23394,M,-0.7024092752447672,-0.3407519172673904,-0.8477827938552491,0.33452365456079336,-1.177531265307219,0,0,0,0,0,0,2026-03-01 06:20:00
8536,L55715,L,-0.7024092752447672,-0.3407519172673904,0.11329645795362334,0.48582290643737175,-1.1303992217598124,0,0,0,0,0,0,2026-03-01 06:30:00
8537,M23396,M,-0.7024092752447672,-0.3407519172673904,-0.6999244474231149,0.5463426071880032,-1.098977859394875,0,0,0,0,0,0,2026-03-01 06:40:00
8538,L55717,L,-0.7024092752447672,-0.3407519172673904,1.3432090669118308,-0.9868231451613243,-1.0518458158474686,0,0,0,0,0,0,2026-03-01 06:50:00
8539,L55718,L,-0.7524053088724167,-0.4081528028729574,0.12001729188235671,-0.23032688577843202,-1.0204244534825309,0,0,0,0,0,0,2026-03-01 07:00:00
8540,L55719,L,-0.7524053088724167,-0.4081528028729574,-0.08832855990837787,0.021838534015865278,-0.9890030911175933,0,0,0,0,0,0,2026-03-01 07:10:00
8541,L55720,L,-0.7024092752447672,-0.3407519172673904,1.0542132079762958,-1.0776026962872711,-0.9575817287526557,0,0,0,0,0,0,2026-03-01 07:20:00
8542,L55721,L,-0.7524053088724167,-0.3407519172673904,1.3969757383416979,-1.491153984749919,-0.9261603663877181,0,0,0,0,0,0,2026-03-01 07:30:00
8543,H37956,H,-0.8024013425000663,-0.4081528028729574,-0.12193272955204475,-0.472405688780958,-0.8947390040227805,0,0,0,0,0,0,2026-03-01 07:40:00
8544,M23403,M,-0.7524053088724167,-0.4081528028729574,-1.1098953170758508,0.8792009613164761,-0.8161855981104366,0,0,0,0,0,0,2026-03-01 07:50:00
8545,H37958,H,-0.7524053088724167,-0.4081528028729574,2.455507082117204,-1.9147918900043384,-0.7690535545630302,0,0,0,0,0,0,2026-03-01 08:00:00
8546,L55725,L,-0.8024013425000663,-0.47555368847848606,1.8539924454955672,-1.2490751817473933,-0.6905001486506861,0,0,0,0,0,0,2026-03-01 08:10:00
8547,L55726,L,-0.8024013425000663,-0.47555368847848606,1.2491173919095635,-1.1683822474132184,-0.6590787862857486,0,0,0,0,0,0,2026-03-01 08:20:00
8548,M23407,M,-0.8024013425000663,-0.4081528028729574,0.9130756954728948,-1.5819335358758657,-0.6276574239208109,0,0,0,0,0,0,2026-03-01 08:30:00
8549,L55728,L,-0.7524053088724167,-0.4081528028729574,0.3216423097443579,-0.3715395208632391,-0.5805253803734045,0,0,0,0,0,0,2026-03-01 08:40:00
8550,L55729,L,-0.8523973761276875,-0.47555368847848606,0.18722563116969046,-0.2807599697372915,-0.5491040180084669,0,0,0,0,0,0,2026-03-01 08:50:00
8551,L55730,L,-0.8523973761276875,-0.542954574084053,-0.49829942956111367,0.5564292239797752,-0.5176826556435293,0,0,0,0,0,0,2026-03-01 09:00:00
8552,M23411,M,-0.9023934097553371,-0.6103554596895817,-0.4915785956323803,0.9094608116917915,-0.48626129327859174,0,0,0,0,0,0,2026-03-01 09:10:00
8553,L55732,L,-0.9023934097553371,-0.6103554596895817,-0.4243702563450466,0.4555630560620563,-0.43912924973118533,0,0,0,0,0,0,2026-03-01 09:20:00
8554,M23413,M,-0.9523894433829583,-0.6777563452951486,0.8794715258292279,-0.17989380181957257,-0.40770788736624775,0,0,0,0,0,0,2026-03-01 09:30:00
8555,L55734,L,-0.9523894433829583,-0.6777563452951486,0.41573398474662515,-0.6136183238657643,-0.36057584381884134,0,0,0,0,0,0,2026-03-01 09:40:00
8556,L55735,L,-0.9023934097553371,-0.6777563452951486,0.44261732046155866,-0.2807599697372915,-0.32915448145390375,0,0,0,0,0,0,2026-03-01 09:50:00
8557,L55736,L,-0.9023934097553371,-0.6777563452951486,-0.27651190991291236,0.0621850011829527,-0.2977331190889661,0,0,0,0,0,0,2026-03-01 10:00:00
8558,L55737,L,-0.8523973761276875,-0.6777563452951486,-0.3974869206301131,0.838854494149388,-0.2663117567240285,0,0,0,0,0,0,2026-03-01 10:10:00
8559,M23418,M,-0.8523973761276875,-0.6777563452951486,-0.16897856705317837,0.13279131872535552,-0.23489039435909093,0,0,0,0,0,0,2026-03-01 10:20:00
8560,L55739,L,-0.8523973761276875,-0.6777563452951486,-0.07488689205091113,0.001665300432321206,-0.18775835081168452,0,0,0,0,0,0,2026-03-01 10:30:00
8561,L55740,L,-0.8523973761276875,-0.6777563452951486,-0.8208994581403156,0.5463426071880032,-0.15633698844674693,0,0,0,0,0,0,2026-03-01 10:40:00
8562,L55741,L,-0.9023934097553371,-0.7451572309007156,-1.331682836724052,0.4454764392702843,-0.12491562608180933,0,0,0,0,0,0,2026-03-01 10:50:00
8563,L55742,L,-0.9523894433829583,-0.7451572309007156,-1.2039869920781179,1.2524057826120356,-0.09349426371687172,0,0,0,0,0,0,2026-03-01 11:00:00
8564,L55743,L,-1.0023854770106078,-0.7451572309007156,-0.20258273669684523,-0.33119305369615093,-0.06207290135193413,0,0,0,0,0,0,2026-03-01 11:10:00
8565,M23424,M,-1.0023854770106078,-0.8799590021118113,0.5635923311787594,-0.9363900612024648,-0.030651538986996525,0,0,0,0,0,0,2026-03-01 11:20:00
8566,L55745,L,-1.0023854770106078,-0.8125581165062443,-0.27651190991291236,-0.35136628727969504,0.016480504560409875,0,0,0,0,0,0,2026-03-01 11:30:00
8567,M23426,M,-1.0523815106382575,-0.8799590021118113,1.4843465794152317,-1.3499413496651123,0.047901866925347474,0,0,0,0,0,0,2026-03-01 11:40:00
8568,L55747,L,-1.0023854770106078,-0.8799590021118113,-0.1286535634807781,0.5866890743550907,0.09503391047275388,0,0,0,0,0,0,2026-03-01 11:50:00
8569,L55748,L,-1.0523815106382575,-0.9473598877173399,1.0810965436912292,-1.0473428459119554,0.12645527283769148,0,0,0,0,0,0,2026-03-01 12:00:00
8570,L55749,L,-1.0523815106382575,-0.9473598877173399,1.5246715829876318,-1.2591617985391652,0.15787663520262907,0,0,0,0,0,0,2026-03-01 12:10:00
8571,H37984,H,-1.0523815106382575,-0.8799590021118113,0.0998547900961566,-0.4118859880303265,0.18929799756756668,0,0,0,0,0,0,2026-03-01 12:20:00
8572,L55751,L,-1.0523815106382575,-0.9473598877173399,2.455507082117204,-2.4493825799682485,0.26785140347991065,0,0,0,0,0,0,2026-03-01 12:30:00
8573,M23432,M,-1.1523735778935282,-1.014760773322907,0.19394646509842384,-0.4824923055727293,0.29927276584484824,0,0,0,0,0,0,2026-03-01 12:40:00
8574,L55753,L,-1.2023696115211493,-1.082161658928474,0.6442423383235599,-0.7649175757423428,0.34640480939225465,0,0,0,0,0,0,2026-03-01 12:50:00
8575,L55754,L,-1.2023696115211493,-1.1495625445340025,-0.7133661152805817,1.4037050344886142,0.37782617175719224,0,0,0,0,0,0,2026-03-01 13:00:00
8576,M23435,M,-1.2023696115211493,-1.1495625445340025,0.7921006847556941,-1.097775929870815,0.4092475341221299,0,0,0,0,0,0,2026-03-01 13:10:00
8577,L55756,L,-1.2023696115211493,-1.1495625445340025,-0.04800355633597764,-0.04876778352653825,0.45637957766953624,0,0,0,0,0,0,2026-03-01 13:20:00
8578,L55757,L,-1.2023696115211493,-1.1495625445340025,-0.18914106883937848,0.32443703776902205,0.4878009400344739,0,0,0,0,0,0,2026-03-01 13:30:00
8579,L55758,L,-1.252365645148799,-1.2169634301395695,-0.27651190991291236,0.07227161797472474,0.5192223023994115,0,0,0,0,0,0,2026-03-01 13:40:00
8580,M23439,M,-1.3023616787764485,-1.2843643157450981,0.6039173347511596,-0.8859569772436053,0.5506436647643491,0,0,0,0,0,0,2026-03-01 13:50:00
8581,L55760,L,-1.252365645148799,-1.2843643157450981,0.6778465079672268,-0.9464766779942365,0.5977757083117554,0,0,0,0,0,0,2026-03-01 14:00:00
8582,M23441,M,-1.252365645148799,-1.3517652013506651,-0.6797619456369148,0.5866890743550907,0.6291970706766931,0,0,0,0,0,0,2026-03-01 14:10:00
8583,M23442,M,-1.252365645148799,-1.2843643157450981,-1.3182411688665854,2.7452250677942747,0.6763291142240995,1,0,0,1,0,0,2026-03-01 14:20:00
8584,L55763,L,-1.3023616787764485,-1.3517652013506651,-0.720086949209315,-0.20006703540311663,0.7234611577715059,0,0,0,0,0,0,2026-03-01 14:30:00
8585,L55764,L,-1.3023616787764485,-1.4191660869562321,-0.9418744688575164,0.7783347933987572,0.7548825201364434,0,0,0,0,0,0,2026-03-01 14:40:00
8586,M23445,M,-1.3023616787764485,-1.4191660869562321,-1.2913578331516518,0.859027727732932,0.7863038825013811,0,0,0,0,0,0,2026-03-01 14:50:00
8587,H38000,H,-1.3523577124040698,-1.4191660869562321,-0.4646952599174468,-0.2505001193619761,0.8334359260487875,0,0,0,0,0,0,2026-03-01 15:00:00
8588,M23447,M,-1.3023616787764485,-1.4191660869562321,0.6509631722522933,-0.573271856698677,0.9119893319611314,0,0,0,0,0,0,2026-03-01 15:10:00
8589,L55768,L,-1.3523577124040698,-1.4865669725617607,-0.9754786385011832,0.4454764392702843,0.9591213755085378,0,0,0,0,0,0,2026-03-01 15:20:00
8590,M23449,M,-1.3523577124040698,-1.4865669725617607,0.052808952595022975,0.8085946437740725,0.9905427378734755,0,0,0,0,0,0,2026-03-01 15:30:00
8591,L55770,L,-1.3023616787764485,-1.4191660869562321,0.18050479724095708,-0.45223245519741395,1.0376747814208818,0,0,0,0,0,0,2026-03-01 15:40:00
8592,L55771,L,-1.3023616787764485,-1.4191660869562321,0.5098256597488924,-0.6640514078246238,1.0690961437858195,0,0,0,0,0,0,2026-03-01 15:50:00
8593,M23452,M,-1.252365645148799,-1.3517652013506651,-0.6730411117081814,0.4555630560620563,1.100517506150757,0,0,0,0,0,0,2026-03-01 16:00:00
8594,M23453,M,-1.3023616787764485,-1.3517652013506651,0.4762214901052255,-0.5430120063233608,1.1476495496981634,0,0,0,0,0,0,2026-03-01 16:10:00
8595,L55774,L,-1.3023616787764485,-1.3517652013506651,-1.170382822434451,1.2019726986531762,1.1947815932455699,0,0,0,0,0,0,2026-03-01 16:20:00
8596,M23455,M,-1.252365645148799,-1.2169634301395695,0.6308006704660931,-0.9162168276189211,1.2262029556105074,0,0,0,0,0,0,2026-03-01 16:30:00
8597,L55776,L,-1.252365645148799,-1.2169634301395695,-1.365287006367719,1.6659570710746834,1.273334999157914,0,0,0,0,0,0,2026-03-01 16:40:00
8598,L55777,L,-1.2023696115211493,-1.1495625445340025,-0.8074577902828489,0.7077284758563537,1.3047563615228515,0,0,0,0,0,0,2026-03-01 16:50:00
8599,L55778,L,-1.2023696115211493,-1.1495625445340025,-0.3504410831289795,0.23365748664307442,1.336177723887789,0,0,0,0,0,0,2026-03-01 17:00:00
8600,L55779,L,-1.2023696115211493,-1.082161658928474,-0.4714160938461802,0.031925150807636596,1.3675990862527267,0,0,0,0,0,0,2026-03-01 17:10:00
8601,L55780,L,-1.252365645148799,-1.1495625445340025,-0.6394369420645145,0.031925150807636596,1.3990204486176643,0,0,0,0,0,0,2026-03-01 17:20:00
8602,H38015,H,-1.3023616787764485,-1.2169634301395695,-1.150220320648251,0.6976418590645816,1.4304418109826018,0,0,0,0,0,0,2026-03-01 17:30:00
8603,L55782,L,-1.3023616787764485,-1.2843643157450981,1.3364882329830974,-0.8355238932847459,1.5089952168949459,0,0,0,0,0,0,2026-03-01 17:40:00
8604,H38017,H,-1.3523577124040698,-1.3517652013506651,-0.9821994724299167,0.9195474284835635,1.5404165792598834,0,0,0,0,0,0,2026-03-01 17:50:00
8605,L55784,L,-1.3023616787764485,-1.2169634301395695,-1.56691202422972,1.2221459322367203,1.6189699851722275,0,0,0,0,0,0,2026-03-01 18:00:00
8606,L55785,L,-1.252365645148799,-1.082161658928474,0.6912881758246935,-0.6741380246163958,1.650391347537165,0,0,0,0,0,0,2026-03-01 18:10:00
8607,M23466,M,-1.252365645148799,-1.082161658928474,-0.16897856705317837,-0.2807599697372915,1.6818127099021027,0,0,0,0,0,0,2026-03-01 18:20:00
8608,L55787,L,-1.252365645148799,-1.082161658928474,-0.6528786099219813,1.0103269796095105,1.728944753449509,0,0,0,0,0,0,2026-03-01 18:30:00
8609,L55788,L,-1.3023616787764485,-1.082161658928474,-1.0830119813609171,1.070846680360142,1.7603661158144466,1,0,0,0,1,0,2026-03-01 18:40:00
8610,L55789,L,-1.3023616787764485,-1.1495625445340025,-0.3706035849151796,0.05209838439118067,1.7917874781793843,1,1,0,0,0,0,2026-03-01 18:50:00
8611,L55790,L,-1.3023616787764485,-1.1495625445340025,0.20738813295589056,-0.16980718502780123,-1.6959837443286894,0,0,0,0,0,0,2026-03-01 19:00:00
8612,L55791,L,-1.3023616787764485,-1.1495625445340025,-0.3907660867013797,0.5564292239797752,-1.6645623819637516,0,0,0,0,0,0,2026-03-01 19:10:00
8613,L55792,L,-1.252365645148799,-1.082161658928474,-0.5991119384921143,0.4555630560620563,-1.633141019598814,0,0,0,0,0,0,2026-03-01 19:20:00
8614,M23473,M,-1.252365645148799,-1.014760773322907,-0.8679452956414493,1.0607600635683698,-1.6017196572338765,0,0,0,0,0,0,2026-03-01 19:30:00
8615,L55794,L,-1.252365645148799,-1.014760773322907,1.0810965436912292,-0.6943112581999392,-1.55458761368647,0,0,0,0,0,0,2026-03-01 19:40:00
8616,L55795,L,-1.2023696115211493,-0.9473598877173399,-0.9956411402873834,0.7178150926481257,-1.5231662513215325,0,0,0,0,0,0,2026-03-01 19:50:00
8617,L55796,L,-1.2023696115211493,-0.9473598877173399,-1.1771036563631845,0.6472087751057222,-1.491744888956595,0,0,0,0,0,0,2026-03-01 20:00:00
8618,L55797,L,-1.2023696115211493,-0.9473598877173399,-0.0076785527635773905,0.5362559903962312,-1.4603235265916572,0,0,0,0,0,0,2026-03-01 20:10:00
8619,L55798,L,-1.1523735778935282,-0.8799590021118113,2.008571625856435,-1.5214138351252346,-1.4289021642267197,0,0,0,0,0,0,2026-03-01 20:20:00
8620,H38033,H,-1.2023696115211493,-0.9473598877173399,-0.3369994152715127,-0.018507933151222865,-1.3974808018617821,0,0,0,0,0,0,2026-03-01 20:30:00
8621,L55800,L,-1.2023696115211493,-1.014760773322907,-0.3706035849151796,0.24374410343484648,-1.318927395949438,0,0,0,0,0,0,2026-03-01 20:40:00
8622,M23481,M,-1.2023696115211493,-1.014760773322907,-0.666320277779448,1.2725790161955797,-1.2875060335845006,0,0,0,0,0,0,2026-03-01 20:50:00
8623,L55802,L,-1.252365645148799,-1.1495625445340025,-0.6259952742070478,0.23365748664307442,-1.240373990037094,0,0,0,0,0,0,2026-03-01 21:00:00
8624,M23483,M,-1.252365645148799,-1.1495625445340025,-0.36388275098644624,0.5665158407715473,-1.2089526276721565,0,0,0,0,0,0,2026-03-01 21:10:00
8625,H38038,H,-1.252365645148799,-1.082161658928474,-0.26979107598417895,-0.028594549942994183,-1.1618205841247502,0,0,0,0,0,0,2026-03-01 21:20:00
8626,L55805,L,-1.3023616787764485,-1.1495625445340025,0.6845673418959601,-0.6539647910328518,-1.0832671782124061,0,0,0,0,0,0,2026-03-01 21:30:00
8627,L55806,L,-1.3023616787764485,-1.2169634301395695,-0.8612244617127159,0.980067129234195,-1.0518458158474686,0,0,0,0,0,0,2026-03-01 21:40:00
8628,L55807,L,-1.3023616787764485,-1.1495625445340025,-1.2308703277930515,0.5866890743550907,-1.0204244534825309,0,0,0,0,0,0,2026-03-01 21:50:00
8629,L55808,L,-1.252365645148799,-1.082161658928474,1.4574632437002981,-0.9061302108271491,-0.9890030911175933,0,0,0,0,0,0,2026-03-01 22:00:00
8630,H38043,H,-1.252365645148799,-1.014760773322907,0.18050479724095708,-0.08911425069362568,-0.9575817287526557,0,0,0,0,0,0,2026-03-01 22:10:00
8631,L55810,L,-1.3023616787764485,-1.082161658928474,-1.0695703135034504,1.7567366222006302,-0.8790283228403117,0,0,0,0,0,0,2026-03-01 22:20:00
8632,H38045,H,-1.3523577124040698,-1.1495625445340025,-0.162257733124445,-0.30093320332083556,-0.8476069604753741,0,0,0,0,0,0,2026-03-01 22:30:00
8633,L55812,L,-1.3523577124040698,-1.1495625445340025,0.4022923168891584,-0.45223245519741395,-0.7690535545630302,0,0,0,0,0,0,2026-03-01 22:40:00
8634,L55813,L,-1.3023616787764485,-1.1495625445340025,-1.3047995010091187,1.3835318009050708,-0.7376321921980925,0,0,0,0,0,0,2026-03-01 22:50:00
8635,L55814,L,-1.3523577124040698,-1.1495625445340025,-0.8007369563541156,0.32443703776902205,-0.7062108298331549,0,0,0,0,0,0,2026-03-01 23:00:00
8636,L55815,L,-1.3023616787764485,-1.1495625445340025,1.168467384764763,-1.279335032122709,-0.6747894674682173,0,0,0,0,0,0,2026-03-01 23:10:00
8637,L55816,L,-1.252365645148799,-1.082161658928474,1.296163229410697,-1.279335032122709,-0.6433681051032797,0,0,0,0,0,0,2026-03-01 23:20:00
8638,L55817,L,-1.252365645148799,-1.014760773322907,-0.47813692777491357,-0.028594549942994183,-0.6119467427383422,0,0,0,0,0,0,2026-03-01 23:30:00
8639,L55818,L,-1.2023696115211493,-1.014760773322907,0.2813173061719577,-0.4118859880303265,-0.5805253803734045,0,0,0,0,0,0,2026-03-01 23:40:00
8640,L55819,L,-1.252365645148799,-1.082161658928474,-0.9821994724299167,1.615523987115824,-0.5491040180084669,0,0,0,0,0,0,2026-03-01 23:50:00
8641,L55820,L,-1.2023696115211493,-0.9473598877173399,-0.98892030635865,0.7581615598152132,-0.5176826556435293,0,0,0,0,0,0,2026-03-02 00:00:00
8642,M23501,M,-1.2023696115211493,-1.014760773322907,-1.1434994867195176,0.869114344524704,-0.48626129327859174,0,0,0,0,0,0,2026-03-02 00:10:00
8643,M23502,M,-1.252365645148799,-1.082161658928474,0.44261732046155866,-0.34127967048792296,-0.43912924973118533,0,0,0,0,0,0,2026-03-02 00:20:00
8644,L55823,L,-1.252365645148799,-1.014760773322907,-0.5520661009909806,1.4440515016557014,-0.3919972061837789,0,0,0,0,0,0,2026-03-02 00:30:00
8645,M23504,M,-1.2023696115211493,-1.014760773322907,-0.5856702706346476,-0.17989380181957257,-0.36057584381884134,0,0,0,0,0,0,2026-03-02 00:40:00
8646,M23505,M,-1.2023696115211493,-0.9473598877173399,-0.25634940812671225,-0.45223245519741395,-0.3134438002714349,0,0,0,0,0,0,2026-03-02 00:50:00
